WEEKDAY,HOUR,dow,UNIQUEID,ENTRYDIFF,EXITDIFF,TRAFFIC,DURATION,AVG_TRAFFIC,DATETIME,DOW,Avg/TnStl,# of Turnstiles,HOUR,DATETIME,TOTAL,Avg/Hr
Sunday,23,6,CANAL ST_R320_R120_01-00-01,23,132,155,4,38.75,5/20/18 21:00,,,,,,,
Sunday,3,6,CANAL ST_R320_R120_01-00-02,7,66,73,4,18.25,5/20/18 1:00,,,,,,,
Sunday,7,6,CANAL ST_R320_R120_01-00-02,1,5,6,4,1.5,5/20/18 5:00,,,,,,,
Sunday,11,6,CANAL ST_R320_R120_01-00-02,4,42,46,4,11.5,5/20/18 9:00,,,,,,,
Sunday,15,6,CANAL ST_R320_R120_01-00-02,13,162,175,4,43.75,5/20/18 13:00,,,,,,,
Sunday,19,6,CANAL ST_R320_R120_01-00-02,17,227,244,4,61,5/20/18 17:00,,,,,,,
Sunday,23,6,CANAL ST_R320_R120_01-00-02,19,112,131,4,32.75,5/20/18 21:00,,,,,,,
Sunday,3,6,CANAL ST_R462_A043_00-00-00,202,102,304,4,76,5/27/18 1:00,,,,,,,
Sunday,7,6,CANAL ST_R462_A043_00-00-00,20,10,30,4,7.5,5/27/18 5:00,,,,,,,
Sunday,11,6,CANAL ST_R462_A043_00-00-00,4,42,46,4,11.5,5/27/18 9:00,,,,,,,
Sunday,15,6,CANAL ST_R462_A043_00-00-00,39,326,365,4,91.25,5/27/18 13:00,,,,,,,
Sunday,19,6,CANAL ST_R462_A043_00-00-00,214,496,710,4,177.5,5/27/18 17:00,,,,,,,
Sunday,23,6,CANAL ST_R462_A043_00-00-00,401,357,758,4,189.5,5/27/18 21:00,,,,,,,
Sunday,3,6,CANAL ST_R462_A043_00-00-01,199,192,391,4,97.75,5/27/18 1:00,,,,,,,
Sunday,7,6,CANAL ST_R462_A043_00-00-01,39,13,52,4,13,5/27/18 5:00,,,,,,,
Sunday,11,6,CANAL ST_R462_A043_00-00-01,15,96,111,4,27.75,5/27/18 9:00,,,,,,,
Sunday,15,6,CANAL ST_R462_A043_00-00-01,55,494,549,4,137.25,5/27/18 13:00,,,,,,,
Sunday,19,6,CANAL ST_R462_A043_00-00-01,241,703,944,4,236,5/27/18 17:00,,,,,,,
Sunday,23,6,CANAL ST_R462_A043_00-00-01,429,440,869,4,217.25,5/27/18 21:00,,,,,,,
Sunday,3,6,CANAL ST_R462_A043_00-00-02,278,180,458,4,114.5,5/27/18 1:00,,,,,,,
Sunday,7,6,CANAL ST_R462_A043_00-00-02,49,12,61,4,15.25,5/27/18 5:00,,,,,,,
Sunday,11,6,CANAL ST_R462_A043_00-00-02,21,120,141,4,35.25,5/27/18 9:00,,,,,,,
Sunday,15,6,CANAL ST_R462_A043_00-00-02,110,497,607,4,151.75,5/27/18 13:00,,,,,,,
Sunday,19,6,CANAL ST_R462_A043_00-00-02,367,599,966,4,241.5,5/27/18 17:00,,,,,,,
Sunday,23,6,CANAL ST_R462_A043_00-00-02,498,376,874,4,218.5,5/27/18 21:00,,,,,,,
Sunday,3,6,CANAL ST_R462_A043_00-03-00,161,57,218,4,54.5,5/27/18 1:00,,,,,,,
Sunday,7,6,CANAL ST_R462_A043_00-03-00,19,4,23,4,5.75,5/27/18 5:00,,,,,,,
Sunday,11,6,CANAL ST_R462_A043_00-03-00,10,69,79,4,19.75,5/27/18 9:00,,,,,,,
Sunday,15,6,CANAL ST_R462_A043_00-03-00,104,335,439,4,109.75,5/27/18 13:00,,,,,,,
Sunday,19,6,CANAL ST_R462_A043_00-03-00,271,279,550,4,137.5,5/27/18 17:00,,,,,,,
Sunday,23,6,CANAL ST_R462_A043_00-03-00,286,192,478,4,119.5,5/27/18 21:00,,,,,,,
Sunday,3,6,CANAL ST_R462_A043_00-03-01,139,28,167,4,41.75,5/27/18 1:00,,,,,,,
Sunday,7,6,CANAL ST_R462_A043_00-03-01,12,2,14,4,3.5,5/27/18 5:00,,,,,,,
Sunday,11,6,CANAL ST_R462_A043_00-03-01,13,10,23,4,5.75,5/27/18 9:00,,,,,,,
Sunday,15,6,CANAL ST_R462_A043_00-03-01,83,108,191,4,47.75,5/27/18 13:00,,,,,,,
Sunday,19,6,CANAL ST_R462_A043_00-03-01,265,119,384,4,96,5/27/18 17:00,,,,,,,
Sunday,23,6,CANAL ST_R462_A043_00-03-01,288,95,383,4,95.75,5/27/18 21:00,,,,,,,
Sunday,3,6,CANAL ST_R462_A043_00-03-02,110,34,144,4,36,5/27/18 1:00,,,,,,,
Sunday,7,6,CANAL ST_R462_A043_00-03-02,8,3,11,4,2.75,5/27/18 5:00,,,,,,,
Sunday,11,6,CANAL ST_R462_A043_00-03-02,4,26,30,4,7.5,5/27/18 9:00,,,,,,,
Sunday,15,6,CANAL ST_R462_A043_00-03-02,60,122,182,4,45.5,5/27/18 13:00,,,,,,,
Sunday,19,6,CANAL ST_R462_A043_00-03-02,226,153,379,4,94.75,5/27/18 17:00,,,,,,,
Sunday,23,6,CANAL ST_R462_A043_00-03-02,284,121,405,4,101.25,5/27/18 21:00,,,,,,,
Sunday,3,6,CANAL ST_R462_A043_00-03-03,154,44,198,4,49.5,5/27/18 1:00,,,,,,,
Sunday,7,6,CANAL ST_R462_A043_00-03-03,12,4,16,4,4,5/27/18 5:00,,,,,,,
Sunday,11,6,CANAL ST_R462_A043_00-03-03,12,35,47,4,11.75,5/27/18 9:00,,,,,,,
Sunday,15,6,CANAL ST_R462_A043_00-03-03,101,202,303,4,75.75,5/27/18 13:00,,,,,,,
Sunday,19,6,CANAL ST_R462_A043_00-03-03,316,333,649,4,162.25,5/27/18 17:00,,,,,,,
Sunday,23,6,CANAL ST_R462_A043_00-03-03,428,184,612,4,153,5/27/18 21:00,,,,,,,
Sunday,19,6,CANAL ST_R462_A043_00-03-04,2,353,355,20,17.75,5/27/18 17:00,,,,,,,
Sunday,3,6,CANAL ST_R462_A043_00-06-00,235,124,359,4,89.75,5/27/18 1:00,,,,,,,
Sunday,7,6,CANAL ST_R462_A043_00-06-00,32,11,43,4,10.75,5/27/18 5:00,,,,,,,
Sunday,11,6,CANAL ST_R462_A043_00-06-00,24,54,78,4,19.5,5/27/18 9:00,,,,,,,
Sunday,15,6,CANAL ST_R462_A043_00-06-00,101,461,562,4,140.5,5/27/18 13:00,,,,,,,
Sunday,19,6,CANAL ST_R462_A043_00-06-00,354,555,909,4,227.25,5/27/18 17:00,,,,,,,
Sunday,23,6,CANAL ST_R462_A043_00-06-00,460,415,875,4,218.75,5/27/18 21:00,,,,,,,
Sunday,3,6,CANAL ST_R462_A043_00-06-01,192,80,272,4,68,5/27/18 1:00,,,,,,,
Sunday,7,6,CANAL ST_R462_A043_00-06-01,20,6,26,4,6.5,5/27/18 5:00,,,,,,,
Sunday,11,6,CANAL ST_R462_A043_00-06-01,20,19,39,4,9.75,5/27/18 9:00,,,,,,,
Sunday,15,6,CANAL ST_R462_A043_00-06-01,150,158,308,4,77,5/27/18 13:00,,,,,,,
Sunday,19,6,CANAL ST_R462_A043_00-06-01,324,200,524,4,131,5/27/18 17:00,,,,,,,
Sunday,23,6,CANAL ST_R462_A043_00-06-01,383,162,545,4,136.25,5/27/18 21:00,,,,,,,
Sunday,3,6,CANAL ST_R462_A043_00-06-02,163,117,280,4,70,5/27/18 1:00,,,,,,,
Sunday,7,6,CANAL ST_R462_A043_00-06-02,21,18,39,4,9.75,5/27/18 5:00,,,,,,,
Sunday,11,6,CANAL ST_R462_A043_00-06-02,10,46,56,4,14,5/27/18 9:00,,,,,,,
Sunday,15,6,CANAL ST_R462_A043_00-06-02,104,298,402,4,100.5,5/27/18 13:00,,,,,,,
Sunday,19,6,CANAL ST_R462_A043_00-06-02,217,379,596,4,149,5/27/18 17:00,,,,,,,
Sunday,23,6,CANAL ST_R462_A043_00-06-02,293,292,585,4,146.25,5/27/18 21:00,,,,,,,
Sunday,3,6,CANAL ST_R463_A046_00-00-00,64,9,73,4,18.25,5/27/18 1:00,,,,,,,
Sunday,7,6,CANAL ST_R463_A046_00-00-00,7,4,11,4,2.75,5/27/18 5:00,,,,,,,
Sunday,11,6,CANAL ST_R463_A046_00-00-00,2,3,5,4,1.25,5/27/18 9:00,,,,,,,
Sunday,15,6,CANAL ST_R463_A046_00-00-00,47,9,56,4,14,5/27/18 13:00,,,,,,,
Sunday,19,6,CANAL ST_R463_A046_00-00-00,141,10,151,4,37.75,5/27/18 17:00,,,,,,,
Sunday,23,6,CANAL ST_R463_A046_00-00-00,128,30,158,4,39.5,5/27/18 21:00,,,,,,,
Sunday,7,6,CANAL ST_R463_A046_00-00-01,19,2,21,8,2.625,5/27/18 5:00,,,,,,,
Sunday,11,6,CANAL ST_R463_A046_00-00-01,20,4,24,4,6,5/27/18 9:00,,,,,,,
Sunday,15,6,CANAL ST_R463_A046_00-00-01,147,17,164,4,41,5/27/18 13:00,,,,,,,
Sunday,19,6,CANAL ST_R463_A046_00-00-01,257,14,271,4,67.75,5/27/18 17:00,,,,,,,
Sunday,23,6,CANAL ST_R463_A046_00-00-01,315,7,322,4,80.5,5/27/18 21:00,,,,,,,
Sunday,3,6,CANAL ST_R463_A046_00-00-02,199,6,205,4,51.25,5/27/18 1:00,,,,,,,
Sunday,7,6,CANAL ST_R463_A046_00-00-02,47,2,49,4,12.25,5/27/18 5:00,,,,,,,
Sunday,11,6,CANAL ST_R463_A046_00-00-02,30,3,33,4,8.25,5/27/18 9:00,,,,,,,
Sunday,15,6,CANAL ST_R463_A046_00-00-02,219,11,230,4,57.5,5/27/18 13:00,,,,,,,
Sunday,19,6,CANAL ST_R463_A046_00-00-02,432,29,461,4,115.25,5/27/18 17:00,,,,,,,
Sunday,23,6,CANAL ST_R463_A046_00-00-02,451,11,462,4,115.5,5/27/18 21:00,,,,,,,
Sunday,3,6,CANAL ST_R463_A046_00-00-03,239,8,247,4,61.75,5/27/18 1:00,,,,,,,
Sunday,11,6,CANAL ST_R463_A046_00-00-03,43,8,51,8,6.375,5/27/18 9:00,,,,,,,
Sunday,15,6,CANAL ST_R463_A046_00-00-03,156,16,172,4,43,5/27/18 13:00,,,,,,,
Sunday,19,6,CANAL ST_R463_A046_00-00-03,416,31,447,4,111.75,5/27/18 17:00,,,,,,,
Sunday,23,6,CANAL ST_R463_A046_00-00-03,462,23,485,4,121.25,5/27/18 21:00,,,,,,,
Sunday,3,6,CANAL ST_R463_A046_00-03-00,216,80,296,4,74,5/27/18 1:00,,,,,,,
Sunday,7,6,CANAL ST_R463_A046_00-03-00,22,12,34,4,8.5,5/27/18 5:00,,,,,,,
Sunday,11,6,CANAL ST_R463_A046_00-03-00,38,93,131,4,32.75,5/27/18 9:00,,,,,,,
Sunday,15,6,CANAL ST_R463_A046_00-03-00,220,409,629,4,157.25,5/27/18 13:00,,,,,,,
Sunday,19,6,CANAL ST_R463_A046_00-03-00,497,389,886,4,221.5,5/27/18 17:00,,,,,,,
Sunday,23,6,CANAL ST_R463_A046_00-03-00,561,189,750,4,187.5,5/27/18 21:00,,,,,,,
Sunday,3,6,CANAL ST_R463_A046_00-03-01,272,102,374,4,93.5,5/27/18 1:00,,,,,,,
Sunday,7,6,CANAL ST_R463_A046_00-03-01,31,17,48,4,12,5/27/18 5:00,,,,,,,
Sunday,11,6,CANAL ST_R463_A046_00-03-01,71,305,376,4,94,5/27/18 9:00,,,,,,,
Sunday,15,6,CANAL ST_R463_A046_00-03-01,310,870,1180,4,295,5/27/18 13:00,,,,,,,
Sunday,19,6,CANAL ST_R463_A046_00-03-01,659,456,1115,4,278.75,5/27/18 17:00,,,,,,,
Sunday,23,6,CANAL ST_R463_A046_00-03-01,771,219,990,4,247.5,5/27/18 21:00,,,,,,,
Sunday,3,6,CANAL ST_R463_A046_00-06-00,425,40,465,4,116.25,5/27/18 1:00,,,,,,,
Sunday,7,6,CANAL ST_R463_A046_00-06-00,37,11,48,4,12,5/27/18 5:00,,,,,,,
Sunday,11,6,CANAL ST_R463_A046_00-06-00,42,20,62,4,15.5,5/27/18 9:00,,,,,,,
Sunday,15,6,CANAL ST_R463_A046_00-06-00,293,105,398,4,99.5,5/27/18 13:00,,,,,,,
Sunday,19,6,CANAL ST_R463_A046_00-06-00,842,137,979,4,244.75,5/27/18 17:00,,,,,,,
Sunday,23,6,CANAL ST_R463_A046_00-06-00,1000,91,1091,4,272.75,5/27/18 21:00,,,,,,,
Sunday,3,6,CANAL ST_R463_A046_00-06-01,600,23,623,4,155.75,5/27/18 1:00,,,,,,,
Sunday,7,6,CANAL ST_R463_A046_00-06-01,70,10,80,4,20,5/27/18 5:00,,,,,,,
Sunday,11,6,CANAL ST_R463_A046_00-06-01,72,11,83,4,20.75,5/27/18 9:00,,,,,,,
Sunday,15,6,CANAL ST_R463_A046_00-06-01,443,60,503,4,125.75,5/27/18 13:00,,,,,,,
Sunday,19,6,CANAL ST_R463_A046_00-06-01,968,105,1073,4,268.25,5/27/18 17:00,,,,,,,
Sunday,23,6,CANAL ST_R463_A046_00-06-01,1053,101,1154,4,288.5,5/27/18 21:00,,,,,,,
Sunday,3,6,CANAL ST_R463_A046_00-06-02,394,33,427,4,106.75,5/27/18 1:00,,,,,,,
Sunday,7,6,CANAL ST_R463_A046_00-06-02,27,5,32,4,8,5/27/18 5:00,,,,,,,
Sunday,11,6,CANAL ST_R463_A046_00-06-02,54,22,76,4,19,5/27/18 9:00,,,,,,,
Sunday,15,6,CANAL ST_R463_A046_00-06-02,324,93,417,4,104.25,5/27/18 13:00,,,,,,,
Sunday,19,6,CANAL ST_R463_A046_00-06-02,784,102,886,4,221.5,5/27/18 17:00,,,,,,,
Sunday,23,6,CANAL ST_R463_A046_00-06-02,881,65,946,4,236.5,5/27/18 21:00,,,,,,,
Sunday,3,6,CANAL ST_R463_A046_00-06-03,66,211,277,4,69.25,5/27/18 1:00,,,,,,,
Sunday,7,6,CANAL ST_R463_A046_00-06-03,12,35,47,4,11.75,5/27/18 5:00,,,,,,,
Sunday,11,6,CANAL ST_R463_A046_00-06-03,9,195,204,4,51,5/27/18 9:00,,,,,,,
Sunday,15,6,CANAL ST_R463_A046_00-06-03,32,662,694,4,173.5,5/27/18 13:00,,,,,,,
Sunday,19,6,CANAL ST_R463_A046_00-06-03,62,874,936,4,234,5/27/18 17:00,,,,,,,
Sunday,23,6,CANAL ST_R463_A046_00-06-03,111,412,523,4,130.75,5/27/18 21:00,,,,,,,
Sunday,3,6,CANAL ST_R463_A046_00-06-04,109,97,206,4,51.5,5/27/18 1:00,,,,,,,
Sunday,7,6,CANAL ST_R463_A046_00-06-04,38,13,51,4,12.75,5/27/18 5:00,,,,,,,
Sunday,11,6,CANAL ST_R463_A046_00-06-04,19,72,91,4,22.75,5/27/18 9:00,,,,,,,
Sunday,15,6,CANAL ST_R463_A046_00-06-04,73,291,364,4,91,5/27/18 13:00,,,,,,,
Sunday,19,6,CANAL ST_R463_A046_00-06-04,162,375,537,4,134.25,5/27/18 17:00,,,,,,,
Sunday,23,6,CANAL ST_R463_A046_00-06-04,228,210,438,4,109.5,5/27/18 21:00,,,,,,,
Sunday,3,6,CANAL ST_R463_A046_00-06-05,54,41,95,4,23.75,5/27/18 1:00,,,,,,,
Sunday,7,6,CANAL ST_R463_A046_00-06-05,23,6,29,4,7.25,5/27/18 5:00,,,,,,,
Sunday,11,6,CANAL ST_R463_A046_00-06-05,11,34,45,4,11.25,5/27/18 9:00,,,,,,,
Sunday,15,6,CANAL ST_R463_A046_00-06-05,45,155,200,4,50,5/27/18 13:00,,,,,,,
Sunday,19,6,CANAL ST_R463_A046_00-06-05,128,147,275,4,68.75,5/27/18 17:00,,,,,,,
Sunday,23,6,CANAL ST_R463_A046_00-06-05,103,155,258,4,64.5,5/27/18 21:00,,,,,,,
Sunday,3,6,CANAL ST_R463_A046_00-06-06,121,297,418,4,104.5,5/27/18 1:00,,,,,,,
Sunday,7,6,CANAL ST_R463_A046_00-06-06,18,42,60,4,15,5/27/18 5:00,,,,,,,
Sunday,11,6,CANAL ST_R463_A046_00-06-06,11,217,228,4,57,5/27/18 9:00,,,,,,,
Sunday,15,6,CANAL ST_R463_A046_00-06-06,96,768,864,4,216,5/27/18 13:00,,,,,,,
Sunday,19,6,CANAL ST_R463_A046_00-06-06,278,718,996,4,249,5/27/18 17:00,,,,,,,
Sunday,23,6,CANAL ST_R463_A046_00-06-06,329,499,828,4,207,5/27/18 21:00,,,,,,,
Sunday,3,6,CANAL ST_R463_A046_00-06-07,121,137,258,4,64.5,5/27/18 1:00,,,,,,,
Sunday,7,6,CANAL ST_R463_A046_00-06-07,23,11,34,4,8.5,5/27/18 5:00,,,,,,,
Sunday,11,6,CANAL ST_R463_A046_00-06-07,8,67,75,4,18.75,5/27/18 9:00,,,,,,,
Sunday,15,6,CANAL ST_R463_A046_00-06-07,91,341,432,4,108,5/27/18 13:00,,,,,,,
Sunday,19,6,CANAL ST_R463_A046_00-06-07,240,531,771,4,192.75,5/27/18 17:00,,,,,,,
Sunday,23,6,CANAL ST_R463_A046_00-06-07,274,445,719,4,179.75,5/27/18 21:00,,,,,,,
Sunday,3,6,CANAL ST_R463_A046_00-06-08,46,119,165,4,41.25,5/27/18 1:00,,,,,,,
Sunday,7,6,CANAL ST_R463_A046_00-06-08,1,25,26,4,6.5,5/27/18 5:00,,,,,,,
Sunday,11,6,CANAL ST_R463_A046_00-06-08,6,42,48,4,12,5/27/18 9:00,,,,,,,
Sunday,15,6,CANAL ST_R463_A046_00-06-08,37,355,392,4,98,5/27/18 13:00,,,,,,,
Sunday,19,6,CANAL ST_R463_A046_00-06-08,134,421,555,4,138.75,5/27/18 17:00,,,,,,,
Sunday,23,6,CANAL ST_R463_A046_00-06-08,158,413,571,4,142.75,5/27/18 21:00,,,,,,,
Sunday,3,6,CANAL ST_R118_A066_00-00-01,626,206,832,4,208,5/27/18 1:00,,,,,,,
Sunday,7,6,CANAL ST_R118_A066_00-00-01,91,39,130,4,32.5,5/27/18 5:00,,,,,,,
Sunday,11,6,CANAL ST_R118_A066_00-00-01,89,73,162,4,40.5,5/27/18 9:00,,,,,,,
Sunday,15,6,CANAL ST_R118_A066_00-00-01,517,279,796,4,199,5/27/18 13:00,,,,,,,
Sunday,19,6,CANAL ST_R118_A066_00-00-01,1363,165,1528,4,382,5/27/18 17:00,,,,,,,
Sunday,23,6,CANAL ST_R118_A066_00-00-01,1360,196,1556,4,389,5/27/18 21:00,,,,,,,
Sunday,3,6,CANAL ST_R118_A066_00-00-02,583,122,705,4,176.25,5/27/18 1:00,,,,,,,
Sunday,7,6,CANAL ST_R118_A066_00-00-02,77,35,112,4,28,5/27/18 5:00,,,,,,,
Sunday,11,6,CANAL ST_R118_A066_00-00-02,75,51,126,4,31.5,5/27/18 9:00,,,,,,,
Sunday,15,6,CANAL ST_R118_A066_00-00-02,424,237,661,4,165.25,5/27/18 13:00,,,,,,,
Sunday,19,6,CANAL ST_R118_A066_00-00-02,1084,175,1259,4,314.75,5/27/18 17:00,,,,,,,
Sunday,23,6,CANAL ST_R118_A066_00-00-02,1222,172,1394,4,348.5,5/27/18 21:00,,,,,,,
Sunday,2,6,CANAL ST_R139_N089_00-00-00,126,269,395,4,98.75,5/27/18 0:00,,,,,,,
Sunday,6,6,CANAL ST_R139_N089_00-00-00,37,79,116,4,29,5/27/18 4:00,,,,,,,
Sunday,10,6,CANAL ST_R139_N089_00-00-00,17,53,70,4,17.5,5/27/18 8:00,,,,,,,
Sunday,14,6,CANAL ST_R139_N089_00-00-00,32,365,397,4,99.25,5/27/18 12:00,,,,,,,
Sunday,18,6,CANAL ST_R139_N089_00-00-00,87,513,600,4,150,5/27/18 16:00,,,,,,,
Sunday,22,6,CANAL ST_R139_N089_00-00-00,162,513,675,4,168.75,5/27/18 20:00,,,,,,,
Sunday,2,6,CANAL ST_R139_N089_00-00-01,91,71,162,4,40.5,5/27/18 0:00,,,,,,,
Sunday,6,6,CANAL ST_R139_N089_00-00-01,14,21,35,4,8.75,5/27/18 4:00,,,,,,,
Sunday,10,6,CANAL ST_R139_N089_00-00-01,7,7,14,4,3.5,5/27/18 8:00,,,,,,,
Sunday,14,6,CANAL ST_R139_N089_00-00-01,16,86,102,4,25.5,5/27/18 12:00,,,,,,,
Sunday,18,6,CANAL ST_R139_N089_00-00-01,58,172,230,4,57.5,5/27/18 16:00,,,,,,,
Sunday,22,6,CANAL ST_R139_N089_00-00-01,93,173,266,4,66.5,5/27/18 20:00,,,,,,,
Sunday,2,6,CANAL ST_R139_N089_00-00-02,46,19,65,4,16.25,5/27/18 0:00,,,,,,,
Sunday,6,6,CANAL ST_R139_N089_00-00-02,9,6,15,4,3.75,5/27/18 4:00,,,,,,,
Sunday,10,6,CANAL ST_R139_N089_00-00-02,5,1,6,4,1.5,5/27/18 8:00,,,,,,,
Sunday,14,6,CANAL ST_R139_N089_00-00-02,20,30,50,4,12.5,5/27/18 12:00,,,,,,,
Sunday,18,6,CANAL ST_R139_N089_00-00-02,41,44,85,4,21.25,5/27/18 16:00,,,,,,,
Sunday,22,6,CANAL ST_R139_N089_00-00-02,80,56,136,4,34,5/27/18 20:00,,,,,,,
Sunday,2,6,CANAL ST_R139_N089_00-03-00,35,26,61,4,15.25,5/27/18 0:00,,,,,,,
Sunday,6,6,CANAL ST_R139_N089_00-03-00,7,4,11,4,2.75,5/27/18 4:00,,,,,,,
Sunday,14,6,CANAL ST_R139_N089_00-03-00,48,45,93,8,11.625,5/27/18 12:00,,,,,,,
Sunday,18,6,CANAL ST_R139_N089_00-03-00,39,64,103,4,25.75,5/27/18 16:00,,,,,,,
Sunday,22,6,CANAL ST_R139_N089_00-03-00,75,59,134,4,33.5,5/27/18 20:00,,,,,,,
Sunday,2,6,CANAL ST_R139_N089_00-03-01,113,51,164,4,41,5/27/18 0:00,,,,,,,
Sunday,6,6,CANAL ST_R139_N089_00-03-01,15,14,29,4,7.25,5/27/18 4:00,,,,,,,
Sunday,10,6,CANAL ST_R139_N089_00-03-01,11,10,21,4,5.25,5/27/18 8:00,,,,,,,
Sunday,14,6,CANAL ST_R139_N089_00-03-01,71,59,130,4,32.5,5/27/18 12:00,,,,,,,
Sunday,18,6,CANAL ST_R139_N089_00-03-01,120,115,235,4,58.75,5/27/18 16:00,,,,,,,
Sunday,22,6,CANAL ST_R139_N089_00-03-01,125,110,235,4,58.75,5/27/18 20:00,,,,,,,
Sunday,2,6,CANAL ST_R139_N089_00-03-02,256,87,343,4,85.75,5/27/18 0:00,,,,,,,
Sunday,6,6,CANAL ST_R139_N089_00-03-02,63,30,93,4,23.25,5/27/18 4:00,,,,,,,
Sunday,10,6,CANAL ST_R139_N089_00-03-02,31,37,68,4,17,5/27/18 8:00,,,,,,,
Sunday,14,6,CANAL ST_R139_N089_00-03-02,154,150,304,4,76,5/27/18 12:00,,,,,,,
Sunday,18,6,CANAL ST_R139_N089_00-03-02,271,246,517,4,129.25,5/27/18 16:00,,,,,,,
Sunday,22,6,CANAL ST_R139_N089_00-03-02,334,146,480,4,120,5/27/18 20:00,,,,,,,
Sunday,2,6,CANAL ST_R139_N089_00-04-00,247,15,262,4,65.5,5/27/18 0:00,,,,,,,
Sunday,6,6,CANAL ST_R139_N089_00-04-00,102,4,106,4,26.5,5/27/18 4:00,,,,,,,
Sunday,10,6,CANAL ST_R139_N089_00-04-00,26,4,30,4,7.5,5/27/18 8:00,,,,,,,
Sunday,14,6,CANAL ST_R139_N089_00-04-00,98,16,114,4,28.5,5/27/18 12:00,,,,,,,
Sunday,18,6,CANAL ST_R139_N089_00-04-00,221,29,250,4,62.5,5/27/18 16:00,,,,,,,
Sunday,22,6,CANAL ST_R139_N089_00-04-00,339,14,353,4,88.25,5/27/18 20:00,,,,,,,
Sunday,2,6,CANAL ST_R139_N089_00-04-01,104,17,121,4,30.25,5/27/18 0:00,,,,,,,
Sunday,6,6,CANAL ST_R139_N089_00-04-01,27,1,28,4,7,5/27/18 4:00,,,,,,,
Sunday,10,6,CANAL ST_R139_N089_00-04-01,10,4,14,4,3.5,5/27/18 8:00,,,,,,,
Sunday,14,6,CANAL ST_R139_N089_00-04-01,55,34,89,4,22.25,5/27/18 12:00,,,,,,,
Sunday,18,6,CANAL ST_R139_N089_00-04-01,114,49,163,4,40.75,5/27/18 16:00,,,,,,,
Sunday,22,6,CANAL ST_R139_N089_00-04-01,155,37,192,4,48,5/27/18 20:00,,,,,,,
Sunday,2,6,CANAL ST_R139_N089_00-04-02,70,37,107,4,26.75,5/27/18 0:00,,,,,,,
Sunday,6,6,CANAL ST_R139_N089_00-04-02,12,7,19,4,4.75,5/27/18 4:00,,,,,,,
Sunday,10,6,CANAL ST_R139_N089_00-04-02,8,41,49,4,12.25,5/27/18 8:00,,,,,,,
Sunday,14,6,CANAL ST_R139_N089_00-04-02,28,118,146,4,36.5,5/27/18 12:00,,,,,,,
Sunday,18,6,CANAL ST_R139_N089_00-04-02,67,114,181,4,45.25,5/27/18 16:00,,,,,,,
Sunday,22,6,CANAL ST_R139_N089_00-04-02,110,97,207,4,51.75,5/27/18 20:00,,,,,,,
Sunday,2,6,CANAL ST_R139_N089_00-06-00,34,145,179,4,44.75,5/27/18 0:00,,,,,,,
Sunday,6,6,CANAL ST_R139_N089_00-06-00,9,16,25,4,6.25,5/27/18 4:00,,,,,,,
Sunday,10,6,CANAL ST_R139_N089_00-06-00,1,22,23,4,5.75,5/27/18 8:00,,,,,,,
Sunday,14,6,CANAL ST_R139_N089_00-06-00,7,197,204,4,51,5/27/18 12:00,,,,,,,
Sunday,18,6,CANAL ST_R139_N089_00-06-00,26,308,334,4,83.5,5/27/18 16:00,,,,,,,
Sunday,22,6,CANAL ST_R139_N089_00-06-00,46,286,332,4,83,5/27/18 20:00,,,,,,,
Sunday,2,6,CANAL ST_R139_N089_00-06-01,75,56,131,4,32.75,5/27/18 0:00,,,,,,,
Sunday,6,6,CANAL ST_R139_N089_00-06-01,7,12,19,4,4.75,5/27/18 4:00,,,,,,,
Sunday,10,6,CANAL ST_R139_N089_00-06-01,4,10,14,4,3.5,5/27/18 8:00,,,,,,,
Sunday,14,6,CANAL ST_R139_N089_00-06-01,20,65,85,4,21.25,5/27/18 12:00,,,,,,,
Sunday,18,6,CANAL ST_R139_N089_00-06-01,55,147,202,4,50.5,5/27/18 16:00,,,,,,,
Sunday,22,6,CANAL ST_R139_N089_00-06-01,95,128,223,4,55.75,5/27/18 20:00,,,,,,,
Sunday,2,6,CANAL ST_R139_N089_00-06-02,199,90,289,4,72.25,5/27/18 0:00,,,,,,,
Sunday,6,6,CANAL ST_R139_N089_00-06-02,50,32,82,4,20.5,5/27/18 4:00,,,,,,,
Sunday,10,6,CANAL ST_R139_N089_00-06-02,15,15,30,4,7.5,5/27/18 8:00,,,,,,,
Sunday,14,6,CANAL ST_R139_N089_00-06-02,50,111,161,4,40.25,5/27/18 12:00,,,,,,,
Sunday,18,6,CANAL ST_R139_N089_00-06-02,170,186,356,4,89,5/27/18 16:00,,,,,,,
Sunday,22,6,CANAL ST_R139_N089_00-06-02,270,167,437,4,109.25,5/27/18 20:00,,,,,,,
Sunday,2,6,CANAL ST_R139_N090_01-00-00,20,120,140,4,35,5/27/18 0:00,,,,,,,
Sunday,6,6,CANAL ST_R139_N090_01-00-00,6,22,28,4,7,5/27/18 4:00,,,,,,,
Sunday,14,6,CANAL ST_R139_N090_01-00-00,8,162,170,8,21.25,5/27/18 12:00,,,,,,,
Sunday,18,6,CANAL ST_R139_N090_01-00-00,25,268,293,4,73.25,5/27/18 16:00,,,,,,,
Sunday,22,6,CANAL ST_R139_N090_01-00-00,36,272,308,4,77,5/27/18 20:00,,,,,,,
Sunday,2,6,CANAL ST_R139_N090_01-00-01,70,47,117,4,29.25,5/27/18 0:00,,,,,,,
